	none - did nothing to help allergies. i just had a dryer, more painful version of my allergies with new allergies/irritations developing on top of my original ones. this stuff is dangerous and the side effects that many people are experiencing are not listed on the package. a class action lawsuit needs to happen.	took one 10 mg pill nightly.
	not worth the cost of the side effects.  Becasue I was so miserable, I discontinued the medication early and opted for a more conventional anti-biotic.	I was told to take it so I did. the more I took the more miserable I got, until I called my doctor and said, I can not take this.  I dont know if I am alergic or what but I cant and I wont take any more of it.  it still took almost two days for the side effects to go away.
	Lowered his blood pressure with one pill to the point of passing out, and having severe cramping.	Post emergency, the doctors felt that the reaction had to be caused by something else other than the Norvasc. They tested for urethral artery narrowing, kidney malfunction, etc. with all tests coming out normal. It was finally determined that the patients reaction to this medication was unusual, and the medication should not be repeated.
	None	It was given to me in the hospital in the form of an injection and they had to administer benadryl to counteract
	The medicine did help with the pain.	I was prescribed this medication for tmj pain/arthritis.  It helped more than aleve.  The main problem this medication caused me was severe stomach issues.  I was told that the stomach issues may subside after using for a few weeks, but it did not.  I then tried taking 1/2 in the am and 1/2 in the pm to see if that would help, but sadly it didn't.  My husband takes this medication also, and it works beautifully for him.  He has no problems with it at all and it really helps his arthritis.
	reduction of asthma symptoms and severity, less shortness of breath and light headedness	Twice daily, one puff, every day.
	Synthroid aggravated my hives, tremendously.	Atarax was prescribed for my hives, and the second day, I started having a bad reaction!
	infection cleared up in a week	4 times a day for 14 days the pain
	The treatment benefits were very minimal because of the severe rage that I experienced. I don't think I benefited at all from taking this drug.	This medication is manufactured by Forest Pharmaceuticals, Inc., a subsidiary of Forest Laboratories, Inc. in St. Louis Missouri 63045. I was given the prescription of taking 10 mg. once a day. I cannot even imagine what would have happened to me if I had taken the full dosage recommended of 20 mg. I would have probably hurt someone badly. I have always suffered from clinical depression and have taken many different medications. Right now, Paxil is helping me with my depression a little. I think that I need to have it "upped" because the usual dosage isn't as effective as it once was. Anyway, my psychiatrist prescribed Lexapro for me because he really believed that this new drug would be just perfect for me. I had no idea that it would cause such turmoil in my life. I was in a constant state of nervousness and my panic attacks had started to get much worse. I just thought that my daily routine was the cause for my anxiety but realized when I had the desire to shove my shopping cart into a little boy who walked in front of me in the store, as I stated before in this report, that I had to quit taking Lexapro. Sometimes, I would sit on my sofa at night and want so badly to just scream at the top of my lungs. My therapist just told me to take a pillow, put it over my face, and scream at the top of my lungs. I was afraid that my neighbors would call the police if they heard me. That was no way to live. This medication was so toxic to me that if I had not realized what it was doing to me, I might have even taken my own life. Because of my great faith in God, I didn't kill myself and finally realized that I had to call my doctor immediately the next morning to report what Lexapro was doing to me. I also have a friend who is taking Lexapro and has taken it for sometime. She also shows signs of rage at times. Just a minor infringement on her and she will go into a state of rage (but not as bad as I did). I have tried to tell her that she needs to get off Lexapro but she just thinks that OTHER people are intimidating her. One day, when she rams her car into someone elses because they pulled in front of her, she will finally realize that Lexapro is not the drug for HER either. I really do think that Lexapro should be taken off the market until further testing is done. I would NEVER recommend this drug to anyone. It is just too unstable.
	Absolutely none. This drug destroyed my marriage. I was so irrationally angry over really stupid stuff. I was raging at my husband for no reason. And it made our marriage crazy to the point that we separated and divorced. I have been told this drug does cause anger in perfectly normal people and that it is like being on speed or cocaine. I would pull this drug from the market.	"Once a day. I was drooling as I slept. When I could sleep. I was edgy all the time. I was in a brain fog. And nobody knew that I wasn't crazy. This damn drug was making me crazy. I told my stupid shrink that I needed to be calmer and he gave me speed. I told him I was getting irrationally upset and he doubled the dose. I have been seriously depressed and screwed up emotionally and physically for three years.  I want to sue the drug company.



All the other comments on this blog were written by drug reps."
	The bacterial infection in the prostate was quickly controlled, immediately .	The Norfloxacin treatment was given whilst I was an in-patient at hospital, and continued after returning home
	the drug treatments stopped the headaches.	after the shunt replacement, the patient was fine.  the operation for the replacement took place at noon, and at about five o,clock in the morning the next day,  he died.  his skin was mottled, and he had an emesis in his mouth.  about half an hour  before, the nurse caring for him reported he was fine and sleeping. about four hours after the operation he was fine, watching television and joking with visitors which included his father.  a code for resusitation was called, and after about 30 minutes the code team ceased operations.
	Prevented pregnancy, i did not experience any benifits whatsoever	Was put on low doasage, doctor advised to prescribe additional hormones to balance out levels. I opted out of taking it anymore.
	The drug cleared my skin and even reduced some of the redness and scarring from the acne.  This was my first and last treatment.	treatment began with two 40mg tablets twice a day, but was reduced to once a day after the first month due to extremely dry skin.  When sexual side effects began in month 2, my dermatologist suggested using a personal lubricant during sex (which was never needed before treatment began) and that the problem would clear up once I was finished with the treatment. I began the treatment in Febuary 2007 and finished September 2007.  The problem with dry skin cleared up rapidly, but I continue to struggle with the sexual side effects (as of June 2008).  I have been treating the vaginal dryness with an over the counter product called Replens since January 2008 and this has helped considerably, but it causes constant vaginal discharge. I am now able to have sex about once ever 2-4 weeks, but have yet to experience a vaginal orgasm.
	There were absolutely NO treatment benefits. I felt worse while on this drug than before I started taking it.	I was supposed to start at this dose and then go up to a higher dose after a few weeks. I completely took myself off of this drug since it was not helping me and there was no way I was going to increase my dosage. My doctor never even followed up with me after prescribing this medication...tsk, tsk!!
	Did not take it long enough to evaluate the benefits.	To take 20 mgs a day every day.My total cholesterol is 252, LDL 153, HDL 75
	stopped hot flashes	My grand mom was prescribed Premarin after her uterus was removed at age 34.  She was a smoker with high blood pressure.  Her doctor was aware of her smoking and blood pressure.   At one point in her hrt therapy she was injecting Premarin per doctors orders.  Now at age 76, grand mom continues to take Premarin because she was told by her doctor that it is the fountain of youth. She is very vain and does not care if this drug kills her as long as she looks young.  She looks and acts older than her actual age.  The risk do not out weigh the benefit.  HRT should only be used to ease a woman into menopause.  Grand mom still has hot flashes after 40 years of HRT.  Had she not taken HRT she would be through menopause and never have suffered the stroke or cancers which took several years of her life away.
	none: loss of bone density	Actonel :  1 pill per week 30 minutes at least before any food / drink intake. Need to stay upright at least 30 minutes.
	"I took my puppy to the vet. The puppy was having diarrhea and vomiting. The vet gave him metoclopramide (perinorm) for vomiting and Metronidazole for diarrhea. 

Within 2 days the puppy died. He was so weak after metronidazole that he could not move . He was quiet ok before I took him to vet."	He was given Metronidazole, Metoclopramide for his nausea and vomiting. I would say the metronidazole may be useful for some but it caused death of my puppy. I am a healthcare professional and I know what metronidazole does.
	I've not got any benefits. I've just spoiled my skin and pigment spots look now dark brown and they are very obvious.	Hi! I am a russian (european race) who has migrated from Sweden to the USA. I have developed melasma (dark spots) under my eyes and on my forehead. I visited a dermatologist in the USA, FL about 1 month ago. He prescribed me Tri Luma that contains 4% of Hudroquinone. Have you ever read about Hydroquinone?- I asked him. As I investigated it I found the information that hydroquinone has been banned in many european countries including France, Sweden and Russia etc, for concerns about increased cancer risk.The FDA admitted that the risk of using the drug is not known and more testing needs to be done.In fact, the FDA also warned that hydroquinone has been linked to a condition that disfigures the skin. Anyway,I tried the cream, a sample that the doctor gave to me. He prescribed to use it twice a week - Mondays and Fridays. It was terrible!!! I used it just once a week on my pigment spots because my skin got red, burning and after 1 week it was peeling. Some doctors prescribe to use it once, twice a day!!! I put it on only once a week. Ok, after 1 month, 4 treatments I have the result: my pigment spots have not been improved at all. Moreover, the skin is burnt and now I have very obvious dark red-brown spots. I really look terrible. I can't put on any sunscreen because the skin is damaged by Tri Luma. I am so happy that I didn't buy the full size cream which costs $200 and the insurance doesn't cover it. I don't want to buy cancer for $200. Thanks. I've also contacted russian and swedish doctors. They've forbade to use it strongly!!! They've suggested to use natural products such as juice of lemon, parcley, put camomile teabags on dark spots, oatmeal etc... and of course, avoid the Sun. Please be aware, read more information online.
	none	one every morning increase to two after 7 days   Took one and almost died
	Eradicated the infection.	Received IV in hospital x5 days for a very severe abscessed tooth leading to bone infection; developed hives with first dose, so they gave me benadryl every 6 hours. After being discharged, I took the oral Cleocin for about 5-6 weeks, along with benadryl. I developed severe itching (mostly in the legs and back, some in the neck area) and severe bruising as a result of trying to relieve the itch. The itching, hives and bruising dissipated about 2-4 weeks after final dose.
	acid reflux was reduced	I had to get off completely.
	Hypothyroidism was already causing me to gain weight, this garbage accelerated the weight gain.  I eat one fish fillet or chicken breast/day, nothing else, now gaining 3-6 lbs./month!  Since I can't find a Dr. who will treat my T3 I'm ordering Cytomel online, from what I've read it's the ticket to eliminate hypo symptoms.  Shame on physicians who treat lab results rather than the patient.  I don't care what the numbers are, I still feel awful!	Doesn't work!  It's the T3!
	There were no benefits as he had to stop taking it	Patient was to take 800 mg twice daily to treat ulcerative colitis but was found to be intolerant to Asacol and was discontinued. The side effects began about 7-10 days after starting the Asacol. The nausea and vomiting was not immediately associated with Asacol but was attributed to possibly having the flu.  It was only until his urine became a brownish purple color that we thought it must be the Asacol and immediately stopped it.  Symptoms went away when stopped.
	i had very less cravings, still at this poilnt still want to smoke evry now and again, but its early yet.	im only starting, and really want to give this more of a try, i am going to call the doctor tomorrow about maybe lowering my dose. I'm only 28 and 110lbs, maybe its to strong for me. but i want to kick this habit and I still have faith.
	I believe the treatment at the lower 10 mg dose was effective in reducing the serverity of my brain lesions. I also believe I was thinking more clearly afterwards than I was prior to starting on lovastatin. A brain MRI taken a year after starting on Lovastatin indicated the lesions had reduced a bit, but that was not confirmed by my doctor as my previous MRI had been lost when I changed doctors.	Originally I started taking it to see if it would have any positive effect on the number and size of brain lesions I had. I had experienced an increasing inability to handle job stress, was losing my concentration abilities and was becoming increasingly forgetful. I believe it did have some positive effect in reducing the size and number of brain lesions, but not to the effect of improving my cognitive thinking ability to the extent I could return to work. Two years later, my doctor wanted me to increase the dosage to reduce my cholesterol levels.  Shortly after increasing my dosage, I started to experience chronic pain in my arms.  I finally did some research and discovered muscle pain to be a "side effect" when taking statin drugs.  When I stopped taking Lovastatin, the pain went away after a few months.
	As a caregiver, I did not see any benefits, the patient continued to have problems with insomnia	The patient was referred to the psychiatrist by his cardiologist secondary to depression and increasing insomnia.  The patient had been on welbutrin for years for depression and smoking cessation.  The psychiatrist kept the patient on welbutrin and added xanax for anxiety and seroquel for sleep at bedtime.  Slowly the family started noticing strange behavior, delusions, and almost dementia type characteristics in the patient that occured over a 4 month period and began to get more severe.  The family attempted to talk about the changes with the patient but as true delusional behavior dictates, the patient was unable to see any of the changes.  The forgetfulness, clumsiness, and personality changes such as irritability increased.  The family attempted to contact the psychiatrist but in interim, the patient died of a cardiac arrest.  Even after talking to the psychiatrist after the patient's death, the psychiatrist denied that seroquel had any affect on the situation.  The family and myself as the primary caretaker believe that seroquel was directly responsible for the patient's death.  We do not plan to seek legal retribution but hope that anyone that reads this will be more cautious about prescribing seroquel in someone that already has cardiac problems and to please be careful about it's possible interactions with other medications!
	"There were no known benefits. I truly believed that the doctor that prescribed me this stupid medication should rot in hell. There are too many side effects, especially long term ones. 



The worst part is, they did not even tell me how and why their diagnosis was accurate. they just prescribe drugs left and right as if they had no conscience or they are evil people just out for the money."	I was put on 3.5 mg of this damned drug.
	cleared my UI i didnt even know i had one..	please dont ever take this medication im horrified by how it made me feel in such a short amout of time
	Prevented pregnancy & acne	I was actually rushed to the hospital last night because the cramps were so severe. All day i felt a little pain now and then, however towards the end of the day it got unbearable. I was sitting in the air conditioning and i started to feel really hot out of nowhere, had difficulty breathing, nausea, and felt like i was literally about to faint. I'm going to try to get off this pill and try something else as soon as i can!
	The Femring is great because you insert it and don't have to worry about remembering to take a pill or pills every day. This allows you freedom for the next three months, (90) days until your reorder a new ring.  Also my insurance pays a good portion of the cost of the ring, whereas it did not cover the cost of bio-identical horomone treatments.	A lower dose Femring was prescribed, 0.05mg/day, which does a good job of returning my horomones levels to close to normal.
	This medication did not make me sedated or cause constipation like the last one I tried and I had no trouble getting to sleep at night.	I started taking one 10mg tablet of Fluoxetine in the morning for three days and then changed to one 20mg tablet in the morning
	Possible slight improvements in texture.	Took once daily until side effects became unbearable.
	The ointment is easy to apply once the user realizes that the ointment is very thick, although Protopic on the face is ineffective or must be prescribed only for those conditions it has proven to resolve. In my case,  The rash continues to spread across the face.	Thin layer twice a day to be used as needed.I also made a deliberate effort to use the Protopic as directed appying it twice a day as directed.
	No treatment benefit, because the complete prescription was not used because of adverse side effects.	Supposed to take 1 tablet every 12 hours, if I remember correctly - did not take more than one dose because of horrid side effects.
	None	Doctor inserted the NuvaRing during the office visit. No literature was provided so was not given the easy opportunity to read about side effects. There was no discussion with the doctor about side effects.
	My melasma improved considerably, which speaks to the efficacy of the treament because I only used it for 7 days.	I basically bought Tri Luma to treat a cosmetic issue. It helped relieve the problem a bit, but it created additionaly cosmetic problems. I am more embarrassed by the redness at my mouth than I am by the discoloration...actually, I don't know which is worse. I do not know if I would recommend the product to those with normal skin, but I would definitely not recommend it to those with sensitive skin.
	Stopped 90% of symptoms	Didn't realize these feelings were actually side effects from my allergy medicine until I ran out of the zyrtec, and aside from the severe itching all over my body for about a week, I felt so much better. A little runny nose, but no allergy medicine is worth feeling as bad as I did for the last 5 years on zyrtec. My 7 yr old son was affected the same way
	I have not gotten any benifit from this medecine, only side effects , I am still suffering of my leg pain, it turned that the doctor has given this medecine when not needed, I suffer from hernia and not tendonitis	the doctor described a dose of 8 every day for a week, 6 for a week , 4 for a week , 2 for a week I was suppose to take them because I suffered from tendonitis , it turned to be a wrong diagnostic as the problem came from my back
	I only started this medication to still treat my Anxiety and mild depression, but eliminate the desire not to want sex.	My OBGYN switched me from Prozac to Wellbutrin in efforts to help with the sexual side affects.   Well, it did absolulte nothing to help in that area and instead made me more depressed, irritable, had severe rages, crying all the time, no desire to get out of bed, hot flashes and my blood pressure spiked tremendously.   I went back to my PCP and I'm back to Zoloft which I had taken in the past and although I'm still having w/d's from the Wellbutrin, I'm felling 80% better in it's only been 3 days.   I tossed all the remaining pills out.    This drug clearly didn't work for my body.   What a horrible experience to go through.    I will in the future only get these types of meds from my PCP and not my OBGYN.
	I didn't feel that there were any benefits. I initially started taking Wellbutrin because it was tauted as having little to no sexual side effects. I really was highly disappointed in the overall experience of this drug. I immediately switched back to Effexor.	I am not certain what I should describe here. The treatment details were that I was prescribed a medication after having asked for it due to its advertised benefits and I never have been so disappointed in a medicine until this one. I am not certain if other people have had similar experiences or not, but it wasn't pleasant.
	urinary tract infection subsided	took prescription as directed but by day three could not continue
	Reduction of acid.	Very difficult to get off of this drug.  Took apple cidar vinegar.
	No benefits.	The severe headache that was caused by the Claritin triggered my trigeminal neuralgia (facial pain)...I wish to GOD I had never heard of this medication...too expensive, didn't work AND caused me severe pain...would like to blow up the factory!!!! Like hmm...can I pay to have some pain? geee..thanks....Stick to Benadryl...I'd rather be sleepy....
	None	I was supposed to take for 5 days.
	none	effexor was for the depressioin part of a treatment plan to maintain stability in bipolar
	Never got pregnant	I used five rings daily, before every intimate encounter.  Ouch!
	none	Treated with Cipro for prophalaxis prostate.
	"60ml of Prednisone saved my cornea transplant.

Saved me from having to have another surgery on an already tramatized eye."	"60 ml of prednisone for 3 weeks to a month

saved the transplant."
	None	Given 1mg Propecia for ~one week in 10/05, noticed instant compromise of sexual capacity and an increase in anxiety & confusion. Stopped because of this experience, however did not completely regain libido, sexual function or mental sharpness as promised. Tried treatment again two years later thinking my experience was normal and would subside with continued use (as indicated in drug info), until the same exact thing happened. I researched the symptoms and learned I was not alone thanks to propeciahelp.com, I stopped once again and have strived to reverse the damages since to no avail.
	This was recommended to me instead of Gaviscon.  Supposedly it was a better solution for my indigestion.  Instead it was a disaster.	"Take one per day.



I have stopped taking them.  Don't forget I already take Dulcolax for my constipation, had I known these recommended tablets had a side effect of constipation I would have refused them.



It is back to the Gaviscon for me, it is gentle, pleasant to take and liquid.

Shell-like Capsules and me do not get along."
	i had clear clear skin. my skin was so acne free it looked like a photo shop picture. but that is the only positive to this birth control	i recommend using this birth control with caution although everyones body responds differently to all medications. if you begin to notice negative emotions (even slightly) i recommend you stop using it IMMEDIATELY--because it only gets worse. since i have stopped taking it (4-5 months ago) i have slowly regained the things i had lost..including my boyfriend. just be careful
	I lost 40lbs the first time I took it in only 2 months and kept it off for 1 year. I gained 20lbs back after that. I'm taking it again now and loose back down to my normal weight, stop taking it and gain all the weight back plus some. I've done this three times now even with an extensive workout routine and very healthy eating habits.	Very satisfied with the results while taking the pill, considerable weightloss. I've found it difficult to keep the weight off though.
	none	don't take it.
	they helped to reduce headaches that I had been sufferein over a period of over 2 years	I took 1 x 25mg per day which built up to 4 x 25mg per day over 4 weeks
	To start with a numbness to the pain then my life was turned upside down.	After having gallbladder removed a nerve was cut during surgery. That created the most intense pain. I trusted the medical specialists and was in so much pain I would have done anything to make it stop. They started me on 300mg gabapentin slowly increased every 2nd day until I was taking 10,000 mg per day. yes you read it correct 10,000mg. The legal dose in NZ 3,600mg. After a serious of events and specialists adding more pain meds from codeine morphine antidepressants etc things got worse. I have been trying to decrease theses meds for two years and don't feel like I have achieved much some days. to date I take 3x 300mg 4 times a day 3,600mg (done this alone).  I have been to doctors ans specialists about side effects and feel they just dismiss them yet they come under criteria of serious side effects. I'm now the too hard basket. No help or support here with DPH or any medical facility. I have my children and Friends that help as much as they can. I desperation to come off this crap I started smoking marijuana that was more beneficial to help keep decreasing and control intense pain until recently convicted for growing my own medicine. In my opinion Gabapentin is such a dangerous drug and will be the undoing of many people. Here in NZ its all care no responsibility
	I was excited to have only 4 periods per year, but I never got that far, as I quit taking it after six days because of severe depression, crankiness, fatigue, uncontrollable hunger  water retention and weight gain.	I wouldn't take this pill if you are susecptible to depression or anxiety, or if you are a fitness-minded person and care how you feel in your clothes.  Very expensive as well. My health insurance doesn't cover scripts, and even with a $50 coupon from my OB/GYN, I still paid $160!
	Did not get pregnant, regular periods.	Insert for 3 weeks, remove for 1 week.
	More mellow mood. Just taking Wellbutrin alone wasn't enough. I am a mild bipolar and needed something to balance out my moods. I have both depression and anxiety. And do not sleep well. That's why I was on Ambien, too.	Fully removed from lamotrigine, as well as Wellbutrin and Ambien. Now I am on Seroquel. At least, I will be on it as soon as I am fully removed from the steroid treatment. I will never, ever take lamotrigine again. Today, nearly all of my steroid prescription is gone, and the rash has reappears. It itches like bloody murder!
	none	Benadril, allegra and other intravenious medication I am not sure of.
	none noted- moderate pain relief of arthritis	This drug should not have been given to this patient. It killed him. He never recovered from this stroke- Right side paralysis and unable to eat or drink/swallow ever again
	very upset	"after noticing eyes twitching went back to peditrican said it was something else called pandas associated with strep throat but sympthoms got worse going to hospital because of having seizure like episodes took off medicine we

nt away for 2 years but are still suffering from effects of seizure like episodes but neurologist exams say not seizures but dont know what they are i still believe it was the drug all started with the overdose                    brenda n son"
	none	i started at a very low dose, to be worked up gradually. treatment ended before this could happen.
	Breathing became easier.	On using second issue of Symbicort death occured.
	It was suspose to help ease my depression issues that happend when the biploar side of me was not in hyper. It was a new drug it was suspose to be very effeect. Not cause any weight gain. With very little side effects.	I was to take one 10mg pill at night before I go to bed every night. It did not matter if it was taken with food or with out food. Either way was fine. I had to take it at the same time every night. I was not suspose ot stop treatment unless my doctor said it was ok.
	Reduction of hot flashes and night sweats.	Patient began to experience menopausal symptoms in early 40s.  Prempro was prescribed by physician to treat hot flashes, sleep disturbances, and signs of early vaginal atrophy.  When heavy vaginal bleeding continued to be problematic, hgher doses of progestins were tried.  The result was increasing severity of the sleep disturbances although the vaginal bleeding subsided.  After the patient developed FMS, Prempro was discontinued by another physician and the patient placed on bioidentical hormones.  Breast tenderness subsided and sleep patterns improved.  Patient later developed bladder cancer, although no familial or behavioral risk factors were present.
	I didn't feel the urge as much as I did before the medication, but they were still there.	I built up the dosage like I was supposed to and took the twice daily dose for two days.  I spent both of those days unable to move because of the nausea, so my doctor recommended I drop down to .5 mg a day. On that small dosage I became very depressed and began having suicidal thoughts as well as very vivid dreams.  I went off the drug and then tried it again a few months later only to have the same depression issues. I'd rather keep smoking and try to find a new way to quit than to lose my life on this drug.
	Hair Regrowth	1 pill per day
	there were no benefits. This drug had more bad side effects than good ones.  I will never try this again. there were no benefits. This drug had more bad side effects than good ones.  I will never try this again.	not sure.  there were no benefits. This drug had more bad side effects than good ones.  I will never try this again. there were no benefits.extreme weight gain and emotional distress.
